timestamp,volume,vwap,open,close,high,low,transactions,symbol
2023-12-28 15:00:00,4923855.0,194.1556,194.095,194.21,194.48,193.73,166852,AAPL
2023-12-28 16:00:00,3054197.0,194.0941,194.2112,194.13,194.22,193.89,52324,AAPL
2023-12-28 17:00:00,3220384.0,194.0661,194.125,193.98,194.43,193.89,37603,AAPL
2023-12-28 18:00:00,3143537.0,193.7957,193.975,193.8706,193.98,193.58,38678,AAPL
2023-12-28 19:00:00,2276451.0,193.9976,193.875,193.9741,194.09,193.865,30622,AAPL
2023-12-28 20:00:00,6997078.0,193.6219,193.97,193.58,193.97,193.17,78725,AAPL
2023-12-28 21:00:00,344481.0,193.6905,193.59,193.75,193.92,193.58,2339,AAPL
2023-12-28 22:00:00,61187.0,193.6905,193.73,193.68,193.77,193.58,865,AAPL
2023-12-28 23:00:00,29803.0,193.618,193.67,193.6,193.67,193.58,386,AAPL
2023-12-29 00:00:00,8827.0,193.727,193.6,193.78,193.7991,193.6,213,AAPL
2023-12-29 09:00:00,7052.0,193.772,193.77,193.76,193.88,193.7,113,AAPL
2023-12-29 10:00:00,1125.0,193.7213,193.74,193.67,193.75,193.67,34,AAPL
2023-12-29 11:00:00,3651.0,193.7246,193.75,193.75,193.75,193.67,80,AAPL
2023-12-29 12:00:00,26469.0,193.7376,193.8,193.73,193.86,193.6,546,AAPL
2023-12-29 13:00:00,77024.0,193.7592,193.72,193.93,193.95,193.56,2065,AAPL
2023-12-29 14:00:00,3093594.0,193.7974,193.93,193.505,194.4,193.4301,40655,AAPL
2023-12-29 15:00:00,3974474.0,193.1743,193.505,192.755,193.55,192.6646,172172,AAPL
2023-12-29 16:00:00,4184483.0,192.2722,192.76,192.3201,192.8667,191.89,56121,AAPL
2023-12-29 17:00:00,4253517.0,191.9957,192.325,191.955,192.48,191.725,53920,AAPL
2023-12-29 18:00:00,3585898.0,192.1196,191.955,192.37,192.42,191.87,42778,AAPL
2023-12-29 19:00:00,2979385.0,192.3515,192.375,192.47,192.54,192.09,34275,AAPL
2023-12-29 20:00:00,10090692.0,192.6004,192.475,192.52,193.13,192.02,98547,AAPL
2023-12-29 21:00:00,1527837.0,192.5302,192.56,192.38,192.955,192.26,3550,AAPL
2023-12-29 22:00:00,101502.0,192.3368,192.3702,192.26,192.53,192.0,1170,AAPL
2023-12-29 23:00:00,15379.0,192.1777,192.2599,192.1894,192.2599,192.13,302,AAPL
2023-12-30 00:00:00,26400.0,192.1795,192.14,192.1501,192.24,192.1,404,AAPL
